time,seconds_elapsed,z,y,x
1680886050106675000,0.030675048828125,0,0,0
1680886050116715000,0.040715087890625,-0.035503387451171875,-0.006896018981933594,-0.006368041038513184
1680886050126754800,0.0507548828125,-0.034595489501953125,0.004438877105712891,0.003425091505050659
1680886050136794600,0.060794677734375,0.004525184631347656,0.00526738166809082,0.027516722679138184
1680886050146834400,0.07083447265625,0.02439403533935547,0.012546777725219727,0.07573342323303223
1680886050156874200,0.080874267578125,0.02392864227294922,0.013266801834106445,0.06390759348869324
1680886050166914000,0.0909140625,0.05713081359863281,0.01605701446533203,0.07254663109779358
1680886050176953900,0.100953857421875,0.06649494171142578,-0.004414558410644531,0.023307323455810547
1680886050186993700,0.11099365234375,0.06534194946289062,-0.018669843673706055,-0.020187467336654663
1680886050197033500,0.121033447265625,0.07819747924804688,-0.01262521743774414,-0.0471591055393219
1680886050207073300,0.1310732421875,0.08220100402832031,-0.016394615173339844,-0.08396056294441223
1680886050217113000,0.141113037109375,0.05384540557861328,-0.015983104705810547,-0.062267690896987915
1680886050227153000,0.15115283203125,0.03484153747558594,-0.020428895950317383,-0.0280323326587677
1680886050237192700,0.161192626953125,0.010709762573242188,-0.006845712661743164,0.017002224922180176
1680886050247232500,0.171232421875,-0.014151573181152344,-0.0006020069122314453,0.0284498929977417
1680886050257272300,0.181272216796875,-0.035457611083984375,-0.019085407257080078,0.037648946046829224
1680886050267312000,0.19131201171875,-0.031052589416503906,0.01117086410522461,0.02194330096244812
1680886050277352000,0.20135205078125,0.0023374557495117188,0.02637195587158203,0.009261250495910645
1680886050287391700,0.211391845703125,0.011195182800292969,0.0002932548522949219,-0.021100938320159912
1680886050297431600,0.221431640625,-0.010058403015136719,-0.01507115364074707,0.031844526529312134
1680886050307471400,0.231471435546875,0.012982368469238281,-0.006943464279174805,0.01879134774208069
1680886050317511200,0.24151123046875,0.03742504119873047,0.005058765411376953,-0.005044668912887573
1680886050327551000,0.251551025390625,0.06344127655029297,-0.011506080627441406,-0.010002493858337402
1680886050337590800,0.2615908203125,0.07269763946533203,-0.002691507339477539,0.0074069201946258545
1680886050347630600,0.271630615234375,0.05652809143066406,0.0009539127349853516,0.010153025388717651
1680886050357670400,0.28167041015625,0.024995803833007812,-0.007216691970825195,0.029629439115524292
1680886050367710200,0.291710205078125,-0.005458831787109375,0.008115768432617188,0.008124083280563354
1680886050377750000,0.30175,-0.0003528594970703125,0.03933572769165039,0.0020183026790618896
1680886050387789800,0.311789794921875,0.011509895324707031,0.01178884506225586,0.004937469959259033
1680886050397829600,0.32182958984375,0.013767242431640625,-0.012508392333984375,-0.011413007974624634
1680886050407869400,0.331869384765625,0.020763397216796875,0.012297391891479492,-0.011565327644348145
1680886050417909200,0.3419091796875,0.03238677978515625,-0.00345611572265625,-0.01457187533378601
1680886050427949000,0.351948974609375,0.029912948608398438,0.0018312931060791016,0.012456685304641724
1680886050437988900,0.36198876953125,-0.00039005279541015625,0.00003123283386230469,0.0044137537479400635
1680886050448028700,0.372028564453125,-0.06731510162353516,-0.022173643112182617,0.007372140884399414
1680886050458068500,0.382068359375,-0.07225990295410156,-0.012870550155639648,-0.004796206951141357
1680886050468108300,0.3921083984375,-0.06574440002441406,-0.021862268447875977,-0.023451656103134155
1680886050478148000,0.402148193359375,-0.05256843566894531,-0.009258508682250977,-0.03815490007400513
1680886050488188000,0.41218798828125,-0.037436485290527344,0.03123641014099121,-0.028792470693588257
1680886050498227700,0.422227783203125,-0.039168357849121094,0.03382730484008789,-0.000012755393981933594
1680886050508267500,0.432267578125,-0.020046234130859375,0.01817011833190918,0.02762681245803833
1680886050518307300,0.442307373046875,0.05684471130371094,0.02434539794921875,0.03389143943786621
1680886050528347100,0.45234716796875,0.09918785095214844,-0.03504371643066406,0.003377258777618408
1680886050538387000,0.462386962890625,0.11973285675048828,-0.03979611396789551,0.0798385739326477
1680886050548426800,0.4724267578125,0.11922645568847656,-0.04794955253601074,0.053247421979904175
1680886050558466600,0.482466552734375,0.05123138427734375,-0.04764866828918457,0.0010947883129119873
1680886050568506400,0.49250634765625,-0.019837379455566406,-0.03145027160644531,-0.03228557109832764
1680886050578546200,0.502546142578125,-0.04955768585205078,0.019581317901611328,-0.021063804626464844
1680886050588586000,0.5125859375,-0.04821586608886719,0.020616531372070312,-0.04756388068199158
1680886050598625800,0.522625732421875,-0.04465675354003906,0.019788742065429688,-0.029298514127731323
1680886050608665600,0.53266552734375,-0.053101539611816406,0.019583702087402344,-0.003554046154022217
1680886050618705400,0.542705322265625,-0.05693531036376953,0.001085519790649414,0.024491339921951294
1680886050628745200,0.5527451171875,-0.037418365478515625,-0.009745359420776367,-0.0051889121532440186
1680886050638785000,0.562784912109375,-0.011171340942382812,-0.030049800872802734,-0.011980772018432617
1680886050648824800,0.572824951171875,0.0453948974609375,-0.024738073348999023,-0.01600828766822815
1680886050658864600,0.58286474609375,0.058963775634765625,-0.04610443115234375,-0.006194263696670532
1680886050668904400,0.592904541015625,0.03262042999267578,0.0027894973754882812,0.0032673776149749756
1680886050678944300,0.6029443359375,0.028061866760253906,-0.0012514591217041016,0.012504935264587402
1680886050688984000,0.612984130859375,0.035350799560546875,0.023006916046142578,0.024145007133483887
1680886050699024000,0.62302392578125,0.03072643280029297,0.011603832244873047,-0.006567835807800293
1680886050709063700,0.633063720703125,-0.03045940399169922,-0.0016834735870361328,-0.005799591541290283
1680886050719103500,0.643103515625,-0.06494998931884766,-0.007184505462646484,-0.021423012018203735
1680886050729143300,0.653143310546875,-0.044887542724609375,-0.0003154277801513672,-0.0518893301486969
1680886050739183000,0.66318310546875,-0.05115699768066406,-0.021407127380371094,-0.02921465039253235
1680886050749223000,0.673222900390625,-0.026723861694335938,-0.04196786880493164,-0.041265249252319336
1680886050759262700,0.6832626953125,0.006812095642089844,-0.02232193946838379,-0.01828274130821228
1680886050769302500,0.693302490234375,0.03748035430908203,0.0015344619750976562,0.02370893955230713
1680886050779342300,0.70334228515625,0.0252532958984375,0.013092041015625,0.06627318263053894
1680886050789382100,0.713382080078125,0.022548675537109375,0.015075206756591797,0.07214441895484924
1680886050799422000,0.723421875,0.0009412765502929688,0.017120361328125,0.04637885093688965
1680886050809461800,0.733461669921875,-0.013398170471191406,0.019457340240478516,0.009597480297088623
1680886050819501600,0.74350146484375,-0.006411552429199219,-0.0038042068481445312,-0.020416051149368286
1680886050829541400,0.753541259765625,-0.02547168731689453,0.013571739196777344,-0.029975205659866333
1680886050839581200,0.763581298828125,-0.032451629638671875,-0.002178668975830078,-0.02377241849899292
1680886050849621000,0.77362109375,-0.006299018859863281,0.012837648391723633,-0.02973109483718872
1680886050859660800,0.783660888671875,0.03127765655517578,-0.005566596984863281,-0.03788268566131592
1680886050869700600,0.79370068359375,0.03540325164794922,-0.0004394054412841797,-0.005838453769683838
1680886050879740400,0.803740478515625,0.03733253479003906,-0.019425153732299805,-0.009990453720092773
1680886050889780200,0.8137802734375,0.03944683074951172,0.006217479705810547,-0.04541516304016113
1680886050899820000,0.823820068359375,0.03470134735107422,-0.0065801143646240234,-0.06075379252433777
