time,seconds_elapsed,z,y,x
1680891125554260700,0.0312607421875,0,0,0
1680891125564299000,0.041299072265625,-0.41635990142822266,0.41872310638427734,-0.37251830101013184
1680891125574337500,0.051337646484375,-0.5705819129943848,0.5550878047943115,-0.30930042266845703
1680891125584375800,0.061375732421875,-0.376192569732666,0.22192859649658203,0.28982114791870117
1680891125594414300,0.071414306640625,-0.06635665893554688,-0.2979849576950073,0.6268682479858398
1680891125604452600,0.08145263671875,0.21561908721923828,-0.9325678944587708,1.3098537921905518
1680891125614491100,0.0914912109375,0.6473979949951172,-0.9995673298835754,1.7692623138427734
1680891125624529400,0.101529296875,0.9596157073974609,-0.7760762572288513,1.953155517578125
1680891125634568000,0.11156787109375,1.521531581878662,-0.4686017632484436,1.5674371719360352
1680891125644606200,0.121606201171875,1.3589768409729004,-0.2700708508491516,0.47539782524108887
1680891125654644700,0.131644775390625,1.8260979652404785,0.5475056171417236,-0.46338987350463867
1680891125664683000,0.14168310546875,2.019517421722412,0.9993797540664673,-0.5023407936096191
1680891125674721500,0.151721435546875,1.3540358543395996,-0.2067093849182129,-0.37456393241882324
1680891125684759800,0.161759765625,-0.2886686325073242,-0.7011618614196777,-0.11446070671081543
1680891125694798300,0.17179833984375,0.5967235565185547,-0.570638120174408,-0.43819403648376465
1680891125704836600,0.181836669921875,0.5937352180480957,-0.7398718595504761,-0.41505908966064453
1680891125714875100,0.191875244140625,1.5346784591674805,-0.8961430788040161,-0.9443011283874512
1680891125724913400,0.201913330078125,2.2926125526428223,-1.2658886909484863,-0.8434224128723145
1680891125734952000,0.211951904296875,2.596607208251953,-1.2933881282806396,-0.2995188236236572
1680891125744990200,0.221990234375,2.1833834648132324,-0.9822577238082886,0.11046576499938965
1680891125755028700,0.23202880859375,1.1554250717163086,-0.45845451951026917,0.32753467559814453
1680891125765067000,0.24206689453125,-0.4733858108520508,-0.011086910963058472,0.5785670280456543
1680891125775105500,0.25210546875,-1.5673847198486328,0.4034111201763153,0.10792660713195801
1680891125785143800,0.262143798828125,-1.8096399307250977,0.16593053936958313,-0.3829512596130371
1680891125795182300,0.272182373046875,-1.3293228149414062,-0.2963680028915405,-0.8237085342407227
1680891125805220600,0.282220703125,-0.4048333168029785,-0.7901875972747803,-1.1053287982940674
1680891125815259100,0.292259033203125,0.49091291427612305,-1.1993484497070312,-1.0016639232635498
1680891125825297400,0.30229736328125,1.5661358833312988,-1.8870975971221924,-1.3096280097961426
1680891125835336000,0.3123359375,2.068892002105713,-2.594217300415039,-1.986210584640503
1680891125845374200,0.322374267578125,1.6175551414489746,-2.613556385040283,-2.176837921142578
1680891125855412700,0.332412841796875,-0.09813737869262695,-3.0949440002441406,-2.1396496295928955
1680891125865451000,0.342450927734375,-1.7805519104003906,-3.5187907218933105,-2.0496506690979004
1680891125875489500,0.352489501953125,-2.0181217193603516,-1.913293480873108,-3.079622983932495
1680891125885528000,0.362528076171875,-2.877455234527588,-2.902087450027466,-3.1355769634246826
1680891125895566300,0.37256640625,-3.1542561054229736,-4.0389299392700195,-2.8659799098968506
1680891125905604600,0.3826044921875,-2.738769769668579,-4.036795616149902,-2.2674384117126465
1680891125915643100,0.39264306640625,-1.9889371395111084,-4.056029319763184,-2.066678285598755
1680891125925681400,0.402681396484375,-0.7328617572784424,-4.036837577819824,-0.8411202430725098
1680891125935720000,0.412719970703125,0.5117666721343994,-3.8169569969177246,1.215674877166748
1680891125945758500,0.422758544921875,1.4610064029693604,-3.968543767929077,3.014627456665039
1680891125955796700,0.432796630859375,2.3580007553100586,-4.164498329162598,4.5003743171691895
1680891125965835000,0.4428349609375,3.207080841064453,-4.435022354125977,5.54517126083374
1680891125975873500,0.45287353515625,4.188294887542725,-4.449991703033447,5.653945446014404
1680891125985912000,0.462912109375,5.016075134277344,-4.360006332397461,5.64749002456665
1680891125995950300,0.472950439453125,5.176512718200684,-4.703102111816406,5.926360607147217
1680891126005988600,0.482988525390625,5.357243061065674,-4.375162124633789,7.111670970916748
1680891126016027100,0.493027099609375,5.756539821624756,-3.705824375152588,8.75123405456543
1680891126026065700,0.503065673828125,5.053737640380859,-3.230830669403076,9.834665298461914
1680891126036104000,0.51310400390625,3.551281690597534,-2.4827446937561035,11.050315856933594
1680891126046142500,0.523142578125,1.4749199151992798,-1.3803014755249023,11.594558715820312
1680891126056180700,0.5331806640625,-1.0952774286270142,-0.2723512649536133,11.941728591918945
1680891126066219300,0.54321923828125,-3.2373862266540527,1.0572662353515625,12.248250961303711
1680891126076257500,0.553257568359375,-4.525257110595703,1.8734126091003418,12.18437385559082
1680891126086296000,0.563296142578125,-4.486369609832764,2.7836451530456543,12.283516883850098
1680891126096334300,0.573334228515625,-3.2012016773223877,3.903111457824707,12.166160583496094
1680891126106372900,0.583372802734375,-2.107320785522461,4.792159080505371,11.94436264038086
1680891126116411100,0.5934111328125,-3.024413824081421,5.543261528015137,11.107221603393555
1680891126126449700,0.60344970703125,-3.8981564044952393,6.087854385375977,9.825349807739258
1680891126136488000,0.613488037109375,-3.8305935859680176,7.026936054229736,7.071198463439941
1680891126146526500,0.6235263671875,-7.774996757507324,8.701123237609863,3.683476448059082
1680891126156564700,0.633564697265625,-12.016738891601562,8.986334800720215,1.4039793014526367
1680891126166603300,0.643603271484375,-10.704547882080078,8.894256591796875,-0.9306201934814453
1680891126176641500,0.6536416015625,-7.201944351196289,8.30285930633545,-2.6178197860717773
1680891126186680000,0.66368017578125,-5.400500297546387,6.926993370056152,-3.2800331115722656
